topoid,poigroup,poitype,poiname,poilabel,poilabeltype,poialtlabel,poisourcefeatureoid,accesscontrol,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
500324429,3,Park,PERRY PARK,PERRY PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84458,,c543a82f-340e-314e-8c6a-8ffbe9c59c70,I,,U,,,,,,,,,
500324485,3,Park,TURRUWULL PARK,TURRUWULL PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90385,,0d7d1684-7cc1-39ae-9473-a3b7fe1aeb69,I,,U,,,,,,,,,
500324585,3,Sports Field,REG BARTLEY OVAL,REG BARTLEY OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,99726,,7aa055bf-6d61-3c71-ae93-d170dbdad3a7,I,,U,,,,,,,,,
504331478,3,Park,MCKELL PARK,MCKELL PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85863,,cb8871d0-00d1-3086-905e-b1c0f5d11682,I,,U,,,,,,,,,
504331479,3,Park,YARRANABBE PARK,YARRANABBE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91832,,92b7c521-0ddb-315b-a6cd-fd3431ffc9bb,I,,S,,,,,,,,,
504331481,3,Park,SIR DAVID MARTIN RESERVE,SIR DAVID MARTIN RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93485,,0bacd100-6cbb-3583-b68e-215b96fd2d83,I,,S,,,,,,,,,
504331482,4,Marina,DALBORA MARINA,DALBORA MARINA,NAMED,,75,1,20130513092612,30000101000000,20130513092931.444,152985,,a563f5a0-b174-396b-aa69-8a77e40389a7,M,,U,,,,,,,,,
504331485,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20100927115312,30000101000000,20100927115312.535,61671,,07101ba9-97df-3160-ba0d-92f8e6a45c1f,I,,U,,,,,,,,,
504331487,3,Swimming Pool,,Swimming Pool,GENERIC,,43,1,20100927115312,30000101000000,20100927115312.535,69267,,bd575abf-cb6d-39ff-b00c-2b82dfef1dc5,I,,U,,,,,,,,,
504331488,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,98906,,068d152a-ba1c-3784-8554-0906fafb8fae,I,,U,,,,,,,,,
504331489,2,High School,ST VINCENT'S COLLEGE,ST VINCENT'S COLLEGE,NAMED,,34,1,20110526150306,30000101000000,20110526150318.652,124381,,a4e51eb1-9b4f-3da5-bc53-e5cc2a1f98bf,M,,U,,,,,,,,,
504331490,1,Post Office,POTTS POINT POST OFFICE,POTTS POINT POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132523.458,132664,,93397f73-f91b-3468-b720-336c4fdddf76,M,,U,,,,,,,,,
504331491,1,Library,KINGS CROSS LIBRARY,KINGS CROSS LIBRARY,NAMED,,14,1,20120810102823,30000101000000,20120810102841.101,143253,,00ddc313-1e4d-3169-bee7-338e1247979f,M,,U,,,,,,,,,
504331492,3,Historic Site,ELIZABETH BAY HOUSE,ELIZABETH BAY HOUSE,NAMED,,55,1,20100927115312,30000101000000,20100927115312.535,83003,,ab53b02b-e42b-3460-86ac-79c692110336,I,,U,,,,,,,,,
504331494,3,Swimming Pool,THE ANDREW (BOY) CHARLTON POOL,THE ANDREW (BOY) CHARLTON POOL,NAMED,,43,1,20130923085716,30000101000000,20130923085848.086,161582,,ae6b53aa-90f5-3d57-a40a-9048991eedb7,M,,S,,,,,,,,,
504333109,4,Wharf,DARLING POINT WHARF,DARLING POINT WHARF,NAMED,MCKELL PARK,73,1,20130708131027,30000101000000,20130708131632.64,157752,,93a62118-ed27-303f-8142-c46d8e0cdeb0,M,,S,,,,,,,,,
504333129,4,Wharf,,Wharf,GENERIC,,73,1,20130513092612,30000101000000,20130513092931.444,152869,,49eb8011-23d1-39de-8353-ceb8e6629b25,M,,S,,,,,,,,,
504333303,4,Wharf,,Wharf,GENERIC,,73,1,20130513092612,30000101000000,20130513092931.444,152870,,37cadb25-8bfd-314c-a6ad-fc86ef8c91a7,M,,S,,,,,,,,,
504377168,6,Manmade Waterbody,LAKE NORTHAM,LAKE NORTHAM,NAMED,,84,1,20190313181717,30000101000000,20190313181752.915,219575,,3448f07b-3b2d-3805-a09e-ba30333b09d0,M,,U,,,,,,,,,
504377179,6,Natural Waterbody,KIPPAX LAKE,KIPPAX LAKE,NAMED,,83,1,20180907101000,30000101000000,20180907101038.064,213869,,f83aeadd-fe54-37e6-8a30-73603ce92a0b,M,,U,,,,,,,,,
504377182,6,Manmade Waterbody,BUSBYS POND,BUSBYS POND,NAMED,,84,1,20180907101000,30000101000000,20180907101038.066,213870,,5bccfc69-b1e2-3b82-b185-107e764783d1,M,,U,,,,,,,,,
504377183,6,Manmade Waterbody,LILY POND,LILY POND,NAMED,,84,1,20180907101000,30000101000000,20180907101038.074,213873,,9ff33e1e-6cfd-355b-9ac7-003ce26525dd,M,,U,,,,,,,,,
504377189,6,Manmade Waterbody,KENSINGTON POND,KENSINGTON POND,NAMED,,84,1,20180907101000,30000101000000,20180907101038.08,213876,,ab231f50-52d8-3f4d-80a8-07a46cbd4969,M,,U,,,,,,,,,
504377236,6,Manmade Waterbody,RANDWICK POND,RANDWICK POND,NAMED,,84,1,20180907101000,30000101000000,20180907101038.078,213875,,692170e4-5b41-325f-9b27-bd4cdc432991,M,,U,,,,,,,,,
504378367,3,Park,WHITLEY RESERVE,WHITLEY RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,86022,,4a7a6cbe-20af-3727-ba31-8d5efa5d036d,I,,U,,,,,,,,,
504378373,3,Park,BAIN PLAYGROUND,BAIN PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,87716,,df5a227d-917d-30bd-945b-fc77ff18d88e,I,,U,,,,,,,,,
504378376,3,Park,BUGLER PLAYGROUND,BUGLER PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85129,,76b63707-edf3-33bd-b155-8474096bdd82,I,,U,,,,,,,,,
504378517,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,97912,,833d5339-5ee5-36f0-8fd7-5c239f3fbedf,I,,U,,,,,,,,,
504378518,1,Nursing Home,ANNANDALE GROVE CARE COMMUNITY,ANNANDALE GROVE CARE COMMUNITY,NAMED,RESIDENTIAL,4,1,20211129151733,30000101000000,20211129151758.099,234501,,6327871a-29a5-362d-9610-09be5d6414cb,M,,U,,,,,,,,,
504378519,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20100927115312,30000101000000,20100927115312.535,60566,,4b0babb9-08e5-3125-ac0c-6e42e705e9c7,I,,U,,,,,,,,,
504378520,1,Community Facility,ANNANDALE NEIGHBOURHOOD CENTRE,ANNANDALE NEIGHBOURHOOD CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194875,,d3c34152-164f-31a8-b20b-7de1c6ef8158,M,,U,,,,,,,,,
504378522,1,Child Care Centre,TOXTETH KINDERGARTEN,TOXTETH KINDERGARTEN,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173574,,8dfbe19e-4b29-360b-8ff1-a759ccc00cac,M,,U,,,,,,,,,
504378525,3,Park,HUDSON STREET RESERVE,HUDSON STREET RESERVE,NAMED,,61,1,20141210150356,30000101000000,20141210160346.514,175259,,23be8449-7ee9-302e-bf08-f6b53f79b19f,M,,U,,,,,,,,,
504378566,3,Park,CALDWELL PLAYGROUND,CALDWELL PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94248,,868ba05c-4558-30d6-bc13-848761b56025,I,,U,,,,,,,,,
504378573,1,Community Facility,GLEBE PCYC,GLEBE PCYC,NAMED,,162,1,20151002125614,30000101000000,20151002130111,195772,,4151470c-1b51-3b33-8a0c-32a9566eb674,M,,U,,,,,,,,,
504378574,3,Park,LEWIS HOAD RESERVE,LEWIS HOAD RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.906,172372,,af463d77-89d3-3f43-b782-6bc526e5c3d0,M,,U,,,,,,,,,
504378578,2,High School,ST SCHOLASTICA'S COLLEGE GLEBE POINT,ST SCHOLASTICA'S COLLEGE GLEBE POINT,NAMED,,34,1,20120524111607,30000101000000,20120524111608.6,140303,,868bf858-78a0-3e69-be8a-539f9306f28c,M,,U,,,,,,,,,
504378579,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20110526150306,30000101000000,20110526150322.165,124424,,98d64949-e226-32a6-94bb-80795b653357,M,,U,,,,,,,,,
504378582,2,High School,SYDNEY SECONDARY COLLEGE BLACKWATTLE BAY CAMPUS,SYDNEY SECONDARY COLLEGE BLACKWATTLE BAY CAMPUS,NAMED,,34,1,20110526150306,30000101000000,20110526150319.039,124386,,decc6b68-415f-32e7-b085-e1dec8a6cb69,M,,U,,,,,,,,,
504378640,3,Park,ARTHUR GRAY RESERVE,ARTHUR GRAY RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91455,,71fd78d2-5a57-37b0-84db-c21de634692d,I,,U,,,,,,,,,
504378641,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20141128103456,30000101000000,20141128103531.443,172297,,746f557a-ea9e-324a-869a-917530ecf544,M,,U,,,,,,,,,
504378643,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,97762,,1d86f88d-eb46-30de-b942-7d82d800dcc8,I,,U,,,,,,,,,
504378644,1,Fire Station,GLEBE FIRE STATION,GLEBE FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9876,,64fee7de-43d6-3775-b776-a99c8918ba99,I,,U,,,,,,,,,
504378648,3,Dog Track,WENTWORTH PARK GREYHOUND TRACK,WENTWORTH PARK GREYHOUND TRACK,NAMED,,53,1,20141128103456,30000101000000,20141128103531.786,172354,,0b733785-001d-33c2-9567-e63393402fe4,M,,U,,,,,,,,,
504378649,3,Park,MILLARD RESERVE,MILLARD RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88815,,f25eaae0-3866-3dd8-81f7-09738281c102,I,,U,,,,,,,,,
504378677,4,Railway Station,PADDYS MARKETS SLR STOP,PADDYS MARKETS SLR STOP,NAMED,,76,1,20160616122104,30000101000000,20160616122130.808,204735,,a2f151ed-7f3e-36eb-ae71-25f3fededbb6,M,,U,,,,,,,,,
504378681,3,Monument,ANZAC WAR MEMORIAL,ANZAC WAR MEMORIAL,NAMED,,57,1,20141128103456,30000101000000,20141128103531.788,172355,,b6a560b5-9805-37dc-8fc4-b97a59a36030,M,,U,,,,,,,,,
504378682,3,Monument,POOL OF REFLECTION,POOL OF REFLECTION,NAMED,,57,1,20100927115312,30000101000000,20100927115312.535,84133,,328ef7b4-b0a3-30d2-87a6-073f263c0e9e,I,,U,,,,,,,,,
504378683,3,Park,HYDE PARK,HYDE PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.912,172373,,74812498-4da5-3db5-b70a-4a8b8a247b60,M,,U,,,,,,,,,
504378685,4,Railway Station,CAPITOL SQUARE SLR STOP,CAPITOL SQUARE SLR STOP,NAMED,,76,1,20200826135556,30000101000000,20200826135618.276,224917,,326c7823-9b9e-3fb8-93b3-fe4ab646cab3,M,,U,,,,,,,,,
504378692,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20141128103456,30000101000000,20141128103531.445,172298,,4184842e-5ba7-3f7a-8a95-feb733c87223,M,,U,,,,,,,,,
504378693,1,Fire Station,CITY OF SYDNEY FIRE STATION,CITY OF SYDNEY FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9617,,8ded0eff-97e3-3f4b-947a-89e654e04571,I,,U,,,,,,,,,
504378702,1,Place Of Worship,,LUTHERAN CHURCH,DERIVED,LUTHERAN,19,1,20141128103456,30000101000000,20141128103531.447,172299,,07385ec3-3dac-34e9-83f9-34ea20f94e2c,M,,U,,,,,,,,,
504378703,1,Place Of Worship,,ISLAMIC,ALTERNATE,ISLAMIC,19,1,20100927115312,30000101000000,20100927115312.535,59448,,b8d69710-2b21-3a51-9ba2-e33de9147d3d,I,,U,,,,,,,,,
504378704,1,Police Station,SURRY HILLS POLICE STATION,SURRY HILLS POLICE STATION,NAMED,,20,1,20121205140730,30000101000000,20121205140912.75,146372,,99fa2770-eaac-35ff-a991-209517291b07,M,,U,,,,,,,,,
504378724,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20100927115312,30000101000000,20100927115312.535,61708,,e21130de-b15a-338f-9461-7c8b7f30958e,I,,U,,,,,,,,,
504378725,1,General Hospital,ST LUKE'S HOSPITAL,ST LUKE'S HOSPITAL,NAMED,,12,1,20211125104425,30000101000000,20211125104500.872,234432,,714c90ce-dc5b-3e5b-bdf7-59e55fea5df5,M,,U,,,,,,,,,
504378726,1,Nursing Home,ST LUKES NURSING HOME,ST LUKES NURSING HOME,NAMED,RESIDENTIAL,4,1,20220309162135,30000101000000,20220309162232.51,236285,,37287713-31e9-3e2b-9a2f-55f51b56a1ae,M,,U,,,,,,,,,
504378727,1,Retirement Village,TREBARTHA APARTMENTS ST LUKES CARE,TREBARTHA APARTMENTS ST LUKES CARE,NAMED,,132,1,20131004092711,30000101000000,20131004092835.171,162293,,c27db07b-648d-300e-be4b-0acf56e864f6,M,,U,,,,,,,,,
504378728,2,Combined Primary-Secondary School,SCEGGS DARLINGHURST,SCEGGS DARLINGHURST,NAMED,,32,1,20150603150827,30000101000000,20150603151040.795,188334,,1215f262-f474-3a40-a222-d872ec8457cc,M,,U,,,,,,,,,
504378730,1,Place Of Worship,,BAPTIST CHURCH,DERIVED,BAPTIST,19,1,20141128103456,30000101000000,20141128103531.453,172300,,5ed17a42-fd57-3285-a65d-579e337716de,M,,U,,,,,,,,,
504378731,3,Park,ALBERT SLOSS RESERVE,ALBERT SLOSS RESERVE,NAMED,,61,1,20200507124929,30000101000000,20200507124944.202,224239,,83757bb9-9892-35d7-92f0-83ed2e039478,M,,U,,,,,,,,,
504378732,3,Park,JAMES HILDER RESERVE,JAMES HILDER RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84797,,0ddcca6e-1f3d-3fe7-a6d3-f748cb39d0de,I,,U,,,,,,,,,
504378733,3,Park,HILLS RESERVE,HILLS RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93838,,938b1f66-cbc4-3138-acdb-3c0c4f6056fc,I,,U,,,,,,,,,
504378736,1,Place Of Worship,,PRESBYTERIAN CHURCH,DERIVED,PRESBYTERIAN,19,1,20141128103456,30000101000000,20141128103531.455,172301,,0c33efba-0e86-35cb-a312-27e365dd3b76,M,,U,,,,,,,,,
504378738,1,General Hospital,SYDNEY DENTAL HOSPITAL,SYDNEY DENTAL HOSPITAL,NAMED,,12,1,20141110120133,30000101000000,20141110120147.142,170767,,7303f752-b2cb-31ac-95e8-5866656c5f9a,M,,U,,,,,,,,,
504378739,1,Child Care Centre,SURRY HILLS LONG DAY CENTRE,SURRY HILLS LONG DAY CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173582,,2b20eeff-3712-32e2-98e4-5a116d77c165,M,,U,,,,,,,,,
504378740,1,Community Facility,SOUTH SYDNEY YOUTH CENTRE,SOUTH SYDNEY YOUTH CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194876,,e2e6c539-f77e-3e42-866b-48619e02af7e,M,,U,,,,,,,,,
504378741,1,Library,SURRY HILLS LIBRARY,SURRY HILLS LIBRARY,NAMED,,14,1,20141128103456,30000101000000,20141128103531.397,172285,,3be0eab1-c722-3dca-abd0-efad3c950a0c,M,,U,,,,,,,,,
504378742,1,Community Facility,SURRY HILLS COMMUNITY CENTRE,SURRY HILLS COMMUNITY CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194877,,5d4c916b-0671-3a54-a37d-395a9770be5c,M,,U,,,,,,,,,
504378743,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,92174,,698ad831-9c81-38a7-8b9e-a1f6623ac198,I,,U,,,,,,,,,
504378745,3,Park,,Park,GENERIC,,61,1,20141128103456,30000101000000,20141128103531.922,172375,,96a66d7f-2c1b-3d19-8d15-9f3a94635746,M,,U,,,,,,,,,
504378746,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,94347,,e5efd1e9-83ec-3f7c-bc01-75e0adbf1547,I,,U,,,,,,,,,
504378747,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,85729,,90b73844-c4b4-30ca-be9b-a12551d04a90,I,,U,,,,,,,,,
504378748,1,General Hospital,ST VINCENTS PUBLIC HOSPITAL DARLINGHURST,ST VINCENTS PUBLIC HOSPITAL DARLINGHURST,NAMED,,12,1,20200723131541,30000101000000,20200723131548.441,224701,,6561c89c-90af-30b1-953e-6cd41556938f,M,,U,,,,,,,,,
504378749,1,General Hospital,ST VINCENTSST VINCENT'S PRIVATE HOSPITAL SYDNEY,ST VINCENTSST VINCENT'S PRIVATE HOSPITAL SYDNEY,NAMED,,12,1,20211125104425,30000101000000,20211125104500.87,234431,,1efb0c1d-2548-3199-9910-8ec16db21691,M,,U,,,,,,,,,
504378752,1,Court House,DARLINGHURST COURT HOUSE,DARLINGHURST COURT HOUSE,NAMED,,7,1,20100927115312,30000101000000,20100927115312.535,9024,,08cbd060-4b90-3a17-95dc-337b1ffa1f94,I,,U,,,,,,,,,
504378753,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20141128103456,30000101000000,20141128103531.457,172302,,e3fb0169-8347-3778-943f-ca718d7e466e,M,,U,,,,,,,,,
504378754,1,Community Medical Centre,SACRED HEART HEALTH SERVICE,SACRED HEART HEALTH SERVICE,NAMED,,166,1,20211125104425,30000101000000,20211125104500.868,234430,,8ac2e645-8e99-39f8-bd78-6e90edb3abd7,M,,U,,,,,,,,,
504378755,3,Park,GREEN PARK,GREEN PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.928,172376,,7172cdd4-723e-3f42-af51-70bd90e156bf,M,,U,,,,,,,,,
504378756,1,Post Office,DARLINGHURST POST OFFICE,DARLINGHURST POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,63572,,9ab7ecc8-8403-38c8-8ddd-d51ad63bb6e3,I,,U,,,,,,,,,
504378757,1,Place Of Worship,,CHRISTIAN SCIENTIST CHURCH,DERIVED,CHRISTIAN SCIENTIST,19,1,20100927115312,30000101000000,20100927115312.535,58357,,c2745c41-c612-323a-9eaf-2397123961a8,I,,U,,,,,,,,,
504378758,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20100927115312,30000101000000,20100927115312.535,61709,,c302c18d-4dac-33bd-b1ce-7a8d9b0cb17a,I,,U,,,,,,,,,
504378760,1,Museum,SYDNEY JEWISH MUSEUM,SYDNEY JEWISH MUSEUM,NAMED,,17,1,20100927115312,30000101000000,20100927115312.535,57535,,8bf12f43-174b-3a59-bd4a-45c96939856a,I,,U,,,,,,,,,
504378761,1,Fire Station,DARLINGHURST FIRE STATION,DARLINGHURST FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9788,,a3755365-36f4-3b45-b956-28afec551597,I,,U,,,,,,,,,
504378763,1,Nursing Home,PRESBYTERIAN AGED CARE-PADDINGTON,PRESBYTERIAN AGED CARE-PADDINGTON,NAMED,RESIDENTIAL,4,1,20220309162135,30000101000000,20220309162232.512,236286,,8ef3bf43-baec-38cc-a529-4e47bc9eb73e,M,,U,,,,,,,,,
504378764,2,University,UNIVERSITY OF NEW SOUTH WALES ART DESIGN CAMPUS,UNIVERSITY OF NEW SOUTH WALES ART DESIGN CAMPUS,NAMED,,39,1,20140826092606,30000101000000,20140826092648.309,167014,,04c91946-ec90-3f94-8f2a-f1cfcfe03521,M,,U,,,,,,,,,
504378765,1,Ambulance Station,PADDINGTON AMBULANCE STATION,PADDINGTON AMBULANCE STATION,NAMED,,1,1,20101123083112,30000101000000,20101123083115.423,120851,,a99c16db-b3d4-376d-9caa-10a4fe615739,M,,U,,,,,,,,,
504378766,1,Community Facility,PADDINGTON TOWN HALL,PADDINGTON TOWN HALL,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194834,,9c55ced9-a26c-36b8-9c96-cb426af586a6,M,,U,,,,,,,,,
504378767,1,Post Office,PADDINGTON POST OFFICE,PADDINGTON POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,62469,,90844c89-72c1-3a82-ab81-83c4ed8a4e4f,I,,U,,,,,,,,,
504378769,3,Park,BARRACK RESERVE,BARRACK RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90514,,d54c2457-cc95-3ded-bf07-39cbe476d5ce,I,,U,,,,,,,,,
504378771,3,Park,OATLEY RESERVE,OATLEY RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85134,,26b23110-92c8-3be2-a629-24dfa06e17f1,I,,U,,,,,,,,,
504378772,3,Park,OATLEY ROAD PLAYGROUND,OATLEY ROAD PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91216,,1caa3fbe-6a16-31ac-9e94-1ac8195c4ba0,I,,U,,,,,,,,,
504378773,3,Park,STEWART STREET RESERVE,STEWART STREET RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88450,,67be13e9-ed7c-3d7d-814e-7cf2ec9762c4,I,,U,,,,,,,,,
504378775,3,Park,REGENT STREET RESERVE,REGENT STREET RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85638,,f5912eae-6c20-3017-983f-ee6cebffbf08,I,,U,,,,,,,,,
504378776,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20100927115312,30000101000000,20100927115312.535,58358,,c2501033-e07a-3115-86e7-d2b821bb4b1a,I,,U,,,,,,,,,
504378778,3,Park,STRONG MEMORIAL RESERVE,STRONG MEMORIAL RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88644,,ed7ceeaa-7ace-34ed-a816-1a3bf13802ef,I,,U,,,,,,,,,
504378779,1,Place Of Worship,,CHURCH OF CHRIST,ALTERNATE,CHURCH OF CHRIST,19,1,20100927115312,30000101000000,20100927115312.535,59450,,696b3276-42c0-327b-a2a5-d1d54af3c434,I,,U,,,,,,,,,
504378780,3,Park,UNION STREET PLAYGROUND,UNION STREET PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94622,,f8013e22-f841-39b0-a218-5e93f32e61ab,I,,U,,,,,,,,,
504378781,1,Place Of Worship,ST GEORGE'S ANGLICAN CHURCH,ST GEORGE'S ANGLICAN CHURCH,NAMED,ANGLICAN,19,1,20141118074005,30000101000000,20141118074035.991,171083,,1a292c14-13db-366c-a3f5-d5388b2a9b37,M,,U,,,,,,,,,
504378783,2,Primary School,SYDNEY GRAMMAR SCHOOL EDGECLIFF PREPARATORY SCHOOL,SYDNEY GRAMMAR SCHOOL EDGECLIFF PREPARATORY SCHOOL,NAMED,,36,1,20140430121929,30000101000000,20140430122000.783,166020,,47c926af-a1a1-384d-a329-a57de97e1bbe,M,,U,,,,,,,,,
504378786,3,Park,JAMES COOK RESERVE (COOK'S PADDOCK),JAMES COOK RESERVE (COOK'S PADDOCK),NAMED,,61,1,20141118074005,30000101000000,20141118074036.116,171125,,44b9776b-7c6d-3127-9a8b-f68be46e7eca,M,,U,,,,,,,,,
504378787,1,Police Station,PADDINGTON POLICE STATION,PADDINGTON POLICE STATION,NAMED,,20,1,20121205140730,30000101000000,20121205140912.75,146373,,6372a6b7-79df-3b13-b85f-f1930998074c,M,,U,,,,,,,,,
504378789,3,Park,CHISWICK GARDENS,CHISWICK GARDENS,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93406,,23562d90-4c93-3441-a4a1-2b07ff5359bd,I,,U,,,,,,,,,
504378795,1,Community Facility,EJ WARD PADDINGTON COMMUNITY CENTRE,EJ WARD PADDINGTON COMMUNITY CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194879,,e9d40854-dea4-3339-9575-3ce711bcfcb8,M,,U,,,,,,,,,
504378796,1,Library,PADDINGTON LIBRARY,PADDINGTON LIBRARY,NAMED,,14,1,20141128103456,30000101000000,20141128103531.399,172286,,0f08d640-dd31-3566-8b3f-e2f14b7d1ad7,M,,U,,,,,,,,,
504378797,1,General Hospital,WOLPER JEWISH HOSPITAL,WOLPER JEWISH HOSPITAL,NAMED,,12,1,20110322090231,30000101000000,20110322090234.713,123154,,173786be-71a9-3fb1-ae01-49848ba8987d,M,,U,,,,,,,,,
504378798,1,Post Office,EDGECLIFF POST OFFICE,EDGECLIFF POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,62515,,3378d1a7-3301-3fa4-9ad8-967605599638,I,,U,,,,,,,,,
504378800,1,Place Of Worship,PARISH OF ST JOSEPH,PARISH OF ST JOSEPH,NAMED,CATHOLIC,19,1,20141118074005,30000101000000,20141118074035.993,171084,,131a71b2-b89d-300d-9e3e-76e1c9467760,M,,U,,,,,,,,,
504378801,1,Shopping Centre,EDGECLIFF CENTRE,EDGECLIFF CENTRE,NAMED,,25,1,20100927115312,30000101000000,20100927115312.535,68167,,4f80fef7-b705-37fe-957f-4a31d672afd5,I,,U,,,,,,,,,
504378802,3,Sports Field,TRUMPER OVAL,TRUMPER OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,101558,,d780c510-29bc-3a44-a0ce-74b3638264df,I,,U,,,,,,,,,
504378803,3,Park,TRUMPER PARK PLAYGROUND,TRUMPER PARK PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88044,,caea21d1-14a7-3efe-81e4-d2ff1540dd93,I,,U,,,,,,,,,
504378804,3,Park,EUROKA RESERVE,EUROKA RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94109,,b616324b-ee4e-37bc-967c-faa76cf024db,I,,U,,,,,,,,,
504378805,1,Place Of Worship,ALL SAINTS' CHURCH,ALL SAINTS' CHURCH,NAMED,ANGLICAN,19,1,20141118074005,30000101000000,20141118074035.995,171085,,72dcac7a-8189-3334-984e-69d03b8b8791,M,,U,,,,,,,,,
504378809,3,Sports Court,,BASKETBALL COURTS,ALTERNATE,BASKETBALL COURTS,66,1,20141118074005,30000101000000,20141118074036.053,171117,,bb322cca-38ed-3053-965a-4d8f2520db14,M,,U,,,,,,,,,
504378814,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20141118074005,30000101000000,20141118074036.055,171118,,eae3a870-2375-3fd9-817a-f378cbb76f77,M,,U,,,,,,,,,
504378816,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,98693,,63c17c82-2379-3bca-be7d-c077dad876b4,I,,U,,,,,,,,,
504378818,3,Park,WOMERAH RESERVE,WOMERAH RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91357,,8e76415d-a78f-3c3c-ae7f-162fb3c949bf,I,,U,,,,,,,,,
504378820,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,89294,,620b77df-d982-3f92-a429-0ec1c89e5b15,I,,U,,,,,,,,,
